Roll Number,Name of Category of Admission Test,Marks Obtained
14615,"Arts, Humanities & Social Sciences (PU-AHS)",45
14617,"Arts, Humanities & Social Sciences (PU-AHS)",58
14618,"Arts, Humanities & Social Sciences (PU-AHS)",41
14619,"Arts, Humanities & Social Sciences (PU-AHS)",53
14620,"Arts, Humanities & Social Sciences (PU-AHS)",0
14621,"Arts, Humanities & Social Sciences (PU-AHS)",52
14622,"Arts, Humanities & Social Sciences (PU-AHS)",46
14623,"Arts, Humanities & Social Sciences (PU-AHS)",37
14624,"Arts, Humanities & Social Sciences (PU-AHS)",31
14625,"Arts, Humanities & Social Sciences (PU-AHS)",40
14626,"Arts, Humanities & Social Sciences (PU-AHS)",0
14628,"Arts, Humanities & Social Sciences (PU-AHS)",34
14630,ICS with Physics Combination (PU-CSP),62
14631,ICS with Physics Combination (PU-CSP),60
14632,ICS with Physics Combination (PU-CSP),53
14633,ICS with Physics Combination (PU-CSP),41
14634,ICS with Physics Combination (PU-CSP),53
14635,ICS with Physics Combination (PU-CSP),48
14636,ICS with Physics Combination (PU-CSP),61
14637,ICS with Physics Combination (PU-CSP),52
14638,ICS with Physics Combination (PU-CSP),46
14639,ICS with Physics Combination (PU-CSP),46
14640,ICS with Physics Combination (PU-CSP),60
14641,ICS with Physics Combination (PU-CSP),64
14642,ICS with Physics Combination (PU-CSP),38
14643,ICS with Physics Combination (PU-CSP),40
14644,ICS with Physics Combination (PU-CSP),52
14645,ICS with Physics Combination (PU-CSP),58
14646,ICS with Physics Combination (PU-CSP),58
14647,ICS with Physics Combination (PU-CSP),42
14648,ICS with Physics Combination (PU-CSP),52
14649,ICS with Physics Combination (PU-CSP),81
14650,ICS with Physics Combination (PU-CSP),35
14651,ICS with Physics Combination (PU-CSP),60
14652,ICS with Physics Combination (PU-CSP),43
14653,ICS with Physics Combination (PU-CSP),68
14654,ICS with Physics Combination (PU-CSP),68
14655,ICS with Physics Combination (PU-CSP),46
14657,ICS with Physics Combination (PU-CSP),61
14658,ICS with Physics Combination (PU-CSP),78
14659,ICS with Physics Combination (PU-CSP),61
14660,ICS with Physics Combination (PU-CSP),53
14661,ICS with Physics Combination (PU-CSP),65
14662,ICS with Physics Combination (PU-CSP),0
14663,ICS with Physics Combination (PU-CSP),45
14664,ICS with Physics Combination (PU-CSP),36
14665,ICS with Physics Combination (PU-CSP),40
14666,Pre-Medical (PU-M),58
14667,Pre-Medical (PU-M),59
14668,Pre-Medical (PU-M),45
14669,Pre-Medical (PU-M),71
14670,Pre-Medical (PU-M),60
14671,Pre-Medical (PU-M),60
14672,Pre-Medical (PU-M),54
14673,Pre-Medical (PU-M),62
14674,Pre-Medical (PU-M),65
14675,Pre-Medical (PU-M),33
14676,Pre-Medical (PU-M),32
14677,Pre-Medical (PU-M),40
14678,Pre-Medical (PU-M),50
14679,Pre-Medical (PU-M),60
14680,Pre-Medical (PU-M),45
14681,Pre-Medical (PU-M),58
14682,Pre-Medical (PU-M),31
14683,Pre-Medical (PU-M),37
14684,Pre-Medical (PU-M),77
14685,Pre-Medical (PU-M),74
14686,Pre-Medical (PU-M),71
14687,Pre-Medical (PU-M),51
14688,Pre-Medical (PU-M),66
14689,Pre-Medical (PU-M),49
14690,Pre-Medical (PU-M),68
14692,Pre-Medical (PU-M),51
14693,Pre-Medical (PU-M),45
14695,Pre-Medical (PU-M),31
14696,Pre-Medical (PU-M),45
14697,Pre-Medical (PU-M),44
14698,Pre-Medical (PU-M),44
14700,Pre-Medical (PU-M),74
14701,Pre-Medical (PU-M),43
14702,Pre-Medical (PU-M),41
14703,Pre-Medical (PU-M),55
14704,Pre-Medical (PU-M),57
14705,Pre-Medical (PU-M),54
14707,Pre-Medical (PU-M),48
14708,Pre-Medical (PU-M),58
14709,Pre-Medical (PU-M),61
14712,Pre-Medical (PU-M),43
14713,Pre-Medical (PU-M),43
14714,Pre-Medical (PU-M),53
14715,Pre-Medical (PU-M),67
14716,Pre-Medical (PU-M),50
14717,Pre-Medical (PU-M),35
14718,Pre-Medical (PU-M),44
14719,Pre-Medical (PU-M),69
14720,Pre-Medical (PU-M),47
14721,Pre-Medical (PU-M),75
14722,Pre-Medical (PU-M),41
14724,Pre-Medical (PU-M),33
14725,Pre-Medical (PU-M),54
14726,Pre-Medical (PU-M),63
14727,Pre-Medical (PU-M),42
14728,Pre-Medical (PU-M),70
14729,Pre-Medical (PU-M),55
14730,Pre-Medical (PU-M),75
14731,Pre-Medical (PU-M),48
14732,Pre-Medical (PU-M),42
14736,Pre-Medical (PU-M),32
14738,Pre-Medical (PU-M),52
14739,Pre-Medical (PU-M),48
14740,Pre-Medical (PU-M),44
14742,Pre-Medical (PU-M),63
14743,Pre-Medical (PU-M),63
14744,ICS with Physics Combination (PU-CSP),79
14745,ICS with Physics Combination (PU-CSP),51
14746,ICS with Physics Combination (PU-CSP),80
14747,ICS with Physics Combination (PU-CSP),55
14748,ICS with Physics Combination (PU-CSP),78
14749,ICS with Physics Combination (PU-CSP),47
14752,ICS with Physics Combination (PU-CSP),49
14753,ICS with Physics Combination (PU-CSP),49
14754,ICS with Physics Combination (PU-CSP),53
14755,ICS with Physics Combination (PU-CSP),58
14756,ICS with Physics Combination (PU-CSP),46
14757,ICS with Physics Combination (PU-CSP),71
14758,ICS with Physics Combination (PU-CSP),77
14759,ICS with Physics Combination (PU-CSP),62
14760,ICS with Physics Combination (PU-CSP),62
14761,ICS with Physics Combination (PU-CSP),43
14762,ICS with Physics Combination (PU-CSP),65
14763,ICS with Physics Combination (PU-CSP),55
14764,ICS with Physics Combination (PU-CSP),65
14765,ICS with Physics Combination (PU-CSP),55
14766,ICS with Physics Combination (PU-CSP),55
14767,ICS with Physics Combination (PU-CSP),60
14768,ICS with Physics Combination (PU-CSP),38
14769,ICS with Physics Combination (PU-CSP),73
14771,ICS with Physics Combination (PU-CSP),61
14772,ICS with Physics Combination (PU-CSP),39
14774,ICS with Physics Combination (PU-CSP),36
14775,ICS with Physics Combination (PU-CSP),72
14776,ICS with Physics Combination (PU-CSP),49
14777,Pre-Engineering (PU-E),44
14779,Pre-Engineering (PU-E),48
14780,Pre-Engineering (PU-E),56
14782,Pre-Engineering (PU-E),57
14783,Pre-Engineering (PU-E),67
14784,Pre-Engineering (PU-E),67
14785,Pre-Engineering (PU-E),52
14787,Pre-Engineering (PU-E),60
14788,Pre-Engineering (PU-E),69
14789,Pre-Engineering (PU-E),46
14790,Pre-Engineering (PU-E),54
14791,Pre-Engineering (PU-E),56
14793,Pre-Engineering (PU-E),41
14795,Pre-Engineering (PU-E),43
14797,Pre-Engineering (PU-E),68
14799,Pre-Engineering (PU-E),50
14800,Pre-Engineering (PU-E),54
14801,Pre-Engineering (PU-E),86
14802,Pre-Engineering (PU-E),55
14803,Pre-Engineering (PU-E),46
14804,Pre-Engineering (PU-E),60
14805,Pre-Engineering (PU-E),74
14806,Pre-Engineering (PU-E),53
14807,Pre-Engineering (PU-E),51
14808,Pre-Engineering (PU-E),45
14809,Pre-Engineering (PU-E),52
14810,Pre-Engineering (PU-E),0
14811,Pre-Engineering (PU-E),0
14812,Pre-Engineering (PU-E),61
14813,Pre-Engineering (PU-E),0
14814,Pre-Engineering (PU-E),55
14815,Pre-Engineering (PU-E),68
14816,Pre-Engineering (PU-E),42
14818,Pre-Engineering (PU-E),46
14819,Pre-Engineering (PU-E),66
14820,Pre-Engineering (PU-E),45
14821,Pre-Engineering (PU-E),52
14822,Pre-Engineering (PU-E),69
14823,Pre-Medical (PU-M),47
14825,Pre-Medical (PU-M),52
14826,Pre-Medical (PU-M),49
14828,Pre-Medical (PU-M),55
14829,Pre-Medical (PU-M),75
14830,Pre-Medical (PU-M),48
14831,Pre-Medical (PU-M),61
14832,Pre-Medical (PU-M),58
14834,Pre-Medical (PU-M),48
14835,Pre-Medical (PU-M),48
14836,Pre-Medical (PU-M),55
14837,Pre-Medical (PU-M),51
14838,Pre-Medical (PU-M),76
14839,Pre-Medical (PU-M),49
14840,Pre-Medical (PU-M),70
14841,Pre-Medical (PU-M),60
14843,Pre-Medical (PU-M),44
14845,Pre-Medical (PU-M),25
14846,Pre-Medical (PU-M),52
14847,Pre-Medical (PU-M),50
14848,Pre-Medical (PU-M),66
14849,Pre-Medical (PU-M),57
14850,Pre-Medical (PU-M),44
14852,Pre-Medical (PU-M),38
14853,Pre-Medical (PU-M),69
14854,Pre-Medical (PU-M),65
14855,Pre-Medical (PU-M),45
14856,Pre-Medical (PU-M),45
14857,Pre-Medical (PU-M),58
14858,Pre-Medical (PU-M),0
14859,Pre-Medical (PU-M),55
14860,Pre-Medical (PU-M),45
14861,Pre-Medical (PU-M),46
14862,Pre-Medical (PU-M),60
14863,Pre-Medical (PU-M),43
14865,Pre-Medical (PU-M),37
14868,Pre-Medical (PU-M),59
14870,Pre-Medical (PU-M),52
14871,Pre-Medical (PU-M),48
14872,Pre-Medical (PU-M),0
14873,Pre-Medical (PU-M),35
14874,Pre-Medical (PU-M),50
14875,Pre-Medical (PU-M),53
14876,Pre-Medical (PU-M),0
14877,Pre-Medical (PU-M),66
14879,Pre-Medical (PU-M),44
14880,Pre-Medical (PU-M),43
14881,Pre-Medical (PU-M),31
14882,Pre-Medical (PU-M),49
14883,Pre-Medical (PU-M),63
14884,Pre-Medical (PU-M),57
14885,Pre-Medical (PU-M),63
14886,Pre-Medical (PU-M),0
14887,Pre-Medical (PU-M),44
14888,Pre-Medical (PU-M),52
14889,Pre-Medical (PU-M),37
14893,Pre-Medical (PU-M),40
14894,Pre-Medical (PU-M),65
14895,Pre-Medical (PU-M),65
14896,Pre-Medical (PU-M),51
14897,Pre-Medical (PU-M),38
14900,Pre-Medical (PU-M),56
14901,"Arts, Humanities & Social Sciences (PU-AHS)",38
14902,"Arts, Humanities & Social Sciences (PU-AHS)",28
14903,"Arts, Humanities & Social Sciences (PU-AHS)",63
14904,"Arts, Humanities & Social Sciences (PU-AHS)",43
14905,"Arts, Humanities & Social Sciences (PU-AHS)",43
14906,"Arts, Humanities & Social Sciences (PU-AHS)",39
14907,"Arts, Humanities & Social Sciences (PU-AHS)",30
14908,"Arts, Humanities & Social Sciences (PU-AHS)",50
14909,"Arts, Humanities & Social Sciences (PU-AHS)",41
14910,"Arts, Humanities & Social Sciences (PU-AHS)",44
14911,"Arts, Humanities & Social Sciences (PU-AHS)",29
14913,"Arts, Humanities & Social Sciences (PU-AHS)",47
14914,"Arts, Humanities & Social Sciences (PU-AHS)",47
14916,"Arts, Humanities & Social Sciences (PU-AHS)",30
14917,"Arts, Humanities & Social Sciences (PU-AHS)",37
14918,"Arts, Humanities & Social Sciences (PU-AHS)",0
14919,"Arts, Humanities & Social Sciences (PU-AHS)",0
14920,"Arts, Humanities & Social Sciences (PU-AHS)",39
14922,"Arts, Humanities & Social Sciences (PU-AHS)",42
14923,"Arts, Humanities & Social Sciences (PU-AHS)",0
14924,"Arts, Humanities & Social Sciences (PU-AHS)",48
14925,"Arts, Humanities & Social Sciences (PU-AHS)",38
14926,"Arts, Humanities & Social Sciences (PU-AHS)",51
14927,"Arts, Humanities & Social Sciences (PU-AHS)",41
14929,"Arts, Humanities & Social Sciences (PU-AHS)",47
14930,"Arts, Humanities & Social Sciences (PU-AHS)",37
14932,"Arts, Humanities & Social Sciences (PU-AHS)",44
14933,"Arts, Humanities & Social Sciences (PU-AHS)",0
14934,"Arts, Humanities & Social Sciences (PU-AHS)",42
14935,"Arts, Humanities & Social Sciences (PU-AHS)",28
14937,"Arts, Humanities & Social Sciences (PU-AHS)",40
14938,"Arts, Humanities & Social Sciences (PU-AHS)",55
14939,"Arts, Humanities & Social Sciences (PU-AHS)",42
14940,"Arts, Humanities & Social Sciences (PU-AHS)",49
14941,"Arts, Humanities & Social Sciences (PU-AHS)",0
14942,"Arts, Humanities & Social Sciences (PU-AHS)",60
14943,"Arts, Humanities & Social Sciences (PU-AHS)",40
14944,"Arts, Humanities & Social Sciences (PU-AHS)",29
14945,"Arts, Humanities & Social Sciences (PU-AHS)",37
14946,"Arts, Humanities & Social Sciences (PU-AHS)",28
14947,"Arts, Humanities & Social Sciences (PU-AHS)",0
14949,"Arts, Humanities & Social Sciences (PU-AHS)",31
14951,"Arts, Humanities & Social Sciences (PU-AHS)",36
14954,"Arts, Humanities & Social Sciences (PU-AHS)",36
14955,"Arts, Humanities & Social Sciences (PU-AHS)",36
14956,ICS with Physics Combination (PU-CSP),56
14957,ICS with Physics Combination (PU-CSP),56
14958,ICS with Physics Combination (PU-CSP),47
14959,ICS with Physics Combination (PU-CSP),74
14960,ICS with Physics Combination (PU-CSP),46
14961,ICS with Physics Combination (PU-CSP),51
14962,ICS with Physics Combination (PU-CSP),69
14963,ICS with Physics Combination (PU-CSP),49
14964,ICS with Physics Combination (PU-CSP),58
14965,ICS with Physics Combination (PU-CSP),58
14966,ICS with Physics Combination (PU-CSP),46
14967,ICS with Physics Combination (PU-CSP),54
14968,ICS with Physics Combination (PU-CSP),52
14969,ICS with Physics Combination (PU-CSP),69
14970,ICS with Physics Combination (PU-CSP),65
14971,ICS with Physics Combination (PU-CSP),69
14972,ICS with Physics Combination (PU-CSP),44
14973,ICS with Physics Combination (PU-CSP),38
14974,ICS with Physics Combination (PU-CSP),63
14975,ICS with Physics Combination (PU-CSP),67
14976,ICS with Physics Combination (PU-CSP),70
14978,ICS with Physics Combination (PU-CSP),53
14979,ICS with Physics Combination (PU-CSP),0
14980,ICS with Physics Combination (PU-CSP),0
14982,ICS with Physics Combination (PU-CSP),59
14984,ICS with Physics Combination (PU-CSP),59
14985,ICS with Physics Combination (PU-CSP),52
14987,ICS with Physics Combination (PU-CSP),59
14988,ICS with Physics Combination (PU-CSP),45
14989,ICS with Physics Combination (PU-CSP),40
14990,ICS with Physics Combination (PU-CSP),74
14991,ICS with Physics Combination (PU-CSP),47
14992,Pre-Medical (PU-M),45
14993,Pre-Medical (PU-M),61
14994,Pre-Medical (PU-M),46
14995,Pre-Medical (PU-M),50
14996,Pre-Medical (PU-M),55
14997,Pre-Medical (PU-M),42
14998,Pre-Medical (PU-M),45
14999,Pre-Medical (PU-M),42
10000,"Arts, Humanities & Social Sciences (PU-AHS)",45
10003,"Arts, Humanities & Social Sciences (PU-AHS)",66
10004,"Arts, Humanities & Social Sciences (PU-AHS)",56
10005,"Arts, Humanities & Social Sciences (PU-AHS)",39
10006,"Arts, Humanities & Social Sciences (PU-AHS)",0
10008,"Arts, Humanities & Social Sciences (PU-AHS)",45
10009,"Arts, Humanities & Social Sciences (PU-AHS)",46
10010,"Arts, Humanities & Social Sciences (PU-AHS)",47
10012,"Arts, Humanities & Social Sciences (PU-AHS)",44
10013,"Arts, Humanities & Social Sciences (PU-AHS)",53
10014,"Arts, Humanities & Social Sciences (PU-AHS)",50
10015,"Arts, Humanities & Social Sciences (PU-AHS)",39
10017,"Arts, Humanities & Social Sciences (PU-AHS)",44
10018,"Arts, Humanities & Social Sciences (PU-AHS)",44
10019,"Arts, Humanities & Social Sciences (PU-AHS)",47
10020,ICS with Physics Combination (PU-CSP),0
10021,ICS with Physics Combination (PU-CSP),0
10022,ICS with Physics Combination (PU-CSP),64
10023,ICS with Physics Combination (PU-CSP),46
10024,ICS with Physics Combination (PU-CSP),57
10025,ICS with Physics Combination (PU-CSP),57
10026,ICS with Physics Combination (PU-CSP),0
10027,ICS with Physics Combination (PU-CSP),39
10028,ICS with Physics Combination (PU-CSP),39
10029,ICS with Physics Combination (PU-CSP),49
10031,ICS with Physics Combination (PU-CSP),59
10032,ICS with Physics Combination (PU-CSP),59
10033,ICS with Physics Combination (PU-CSP),32
10034,ICS with Physics Combination (PU-CSP),28
10035,ICS with Physics Combination (PU-CSP),59
10036,ICS with Physics Combination (PU-CSP),33
10038,ICS with Physics Combination (PU-CSP),55
10039,ICS with Physics Combination (PU-CSP),56
10040,ICS with Physics Combination (PU-CSP),53
10041,ICS with Physics Combination (PU-CSP),51
10042,ICS with Physics Combination (PU-CSP),51
10043,ICS with Physics Combination (PU-CSP),55
10044,ICS with Physics Combination (PU-CSP),51
10045,ICS with Physics Combination (PU-CSP),51
10046,ICS with Physics Combination (PU-CSP),0
10047,ICS with Physics Combination (PU-CSP),59
10048,ICS with Physics Combination (PU-CSP),49
10049,ICS with Physics Combination (PU-CSP),49
10050,ICS with Physics Combination (PU-CSP),49
10051,ICS with Physics Combination (PU-CSP),44
10052,ICS with Physics Combination (PU-CSP),48
10053,ICS with Physics Combination (PU-CSP),62
10054,ICS with Physics Combination (PU-CSP),63
10055,ICS with Physics Combination (PU-CSP),64
10056,ICS with Physics Combination (PU-CSP),42
10059,Pre-Medical (PU-M),75
10062,Pre-Medical (PU-M),52
10063,Pre-Medical (PU-M),53
10064,Pre-Medical (PU-M),48
10065,Pre-Medical (PU-M),0
10066,Pre-Medical (PU-M),44
10067,Pre-Medical (PU-M),40
10068,Pre-Medical (PU-M),48
10069,Pre-Medical (PU-M),46
10070,Pre-Medical (PU-M),45
10071,Pre-Medical (PU-M),50
10072,Pre-Medical (PU-M),60
10073,Pre-Medical (PU-M),60
10074,Pre-Medical (PU-M),39
10075,Pre-Medical (PU-M),68
10076,Pre-Medical (PU-M),48
10077,Pre-Medical (PU-M),59
10078,Pre-Medical (PU-M),53
10079,Pre-Medical (PU-M),58
10081,Pre-Medical (PU-M),48
10082,Pre-Medical (PU-M),40
10083,Pre-Medical (PU-M),51
10084,Pre-Medical (PU-M),51
10085,Pre-Medical (PU-M),35
10086,Pre-Medical (PU-M),53
10087,Pre-Medical (PU-M),68
10088,Pre-Medical (PU-M),46
10089,Pre-Medical (PU-M),0
10090,Pre-Medical (PU-M),51
10091,Pre-Medical (PU-M),41
10092,Pre-Medical (PU-M),0
10093,Pre-Medical (PU-M),32
10095,Pre-Medical (PU-M),45
10096,Pre-Medical (PU-M),55
10098,Pre-Medical (PU-M),45
10099,Pre-Medical (PU-M),61
10100,Pre-Medical (PU-M),52
10101,Pre-Medical (PU-M),46
10102,Pre-Medical (PU-M),60
10103,Pre-Medical (PU-M),72
10104,Pre-Medical (PU-M),56
10106,Pre-Medical (PU-M),49
10107,Pre-Medical (PU-M),35
10108,Pre-Medical (PU-M),55
10109,Pre-Medical (PU-M),51
10110,Pre-Medical (PU-M),46
10111,Pre-Medical (PU-M),69
10112,Pre-Medical (PU-M),58
10114,Pre-Medical (PU-M),0
10115,Pre-Medical (PU-M),61
10116,Pre-Medical (PU-M),61
10117,Pre-Medical (PU-M),59
10118,Pre-Medical (PU-M),57
10119,Pre-Medical (PU-M),43
10121,Pre-Medical (PU-M),65
10122,Pre-Medical (PU-M),62
10123,Pre-Medical (PU-M),53
10124,Pre-Medical (PU-M),50
10126,Pre-Medical (PU-M),42
10127,Pre-Medical (PU-M),47
10128,Pre-Medical (PU-M),35
10129,Pre-Medical (PU-M),39
10130,Pre-Medical (PU-M),53
10132,Pre-Medical (PU-M),41
10133,Pre-Medical (PU-M),47
10134,Pre-Medical (PU-M),53
10135,ICS with Physics Combination (PU-CSP),48
10137,ICS with Physics Combination (PU-CSP),68
10139,ICS with Physics Combination (PU-CSP),56
10140,ICS with Physics Combination (PU-CSP),61
10141,ICS with Physics Combination (PU-CSP),70
10142,ICS with Physics Combination (PU-CSP),70
10143,ICS with Physics Combination (PU-CSP),52
10144,ICS with Physics Combination (PU-CSP),34
10145,ICS with Physics Combination (PU-CSP),48
10146,ICS with Physics Combination (PU-CSP),62
10147,ICS with Physics Combination (PU-CSP),55
10149,ICS with Physics Combination (PU-CSP),62
10150,ICS with Physics Combination (PU-CSP),69
10151,ICS with Physics Combination (PU-CSP),53
10155,ICS with Physics Combination (PU-CSP),52
10157,ICS with Physics Combination (PU-CSP),30
10158,ICS with Physics Combination (PU-CSP),60
10160,ICS with Physics Combination (PU-CSP),47
10161,ICS with Physics Combination (PU-CSP),0
10162,ICS with Physics Combination (PU-CSP),51
10165,ICS with Physics Combination (PU-CSP),61
10166,ICS with Physics Combination (PU-CSP),40
10167,ICS with Physics Combination (PU-CSP),65
10169,Pre-Engineering (PU-E),63
10170,Pre-Engineering (PU-E),67
10172,Pre-Engineering (PU-E),59
10173,Pre-Engineering (PU-E),62
10175,Pre-Engineering (PU-E),64
10176,Pre-Engineering (PU-E),56
10178,Pre-Engineering (PU-E),50
10179,Pre-Engineering (PU-E),57
10180,Pre-Engineering (PU-E),59
10181,Pre-Engineering (PU-E),59
10182,Pre-Engineering (PU-E),50
10183,Pre-Engineering (PU-E),78
10184,Pre-Engineering (PU-E),72
10185,Pre-Engineering (PU-E),59
10186,Pre-Engineering (PU-E),47
10187,Pre-Engineering (PU-E),47
10188,Pre-Engineering (PU-E),70
10189,Pre-Engineering (PU-E),76
10190,Pre-Engineering (PU-E),76
10191,Pre-Engineering (PU-E),47
10192,Pre-Engineering (PU-E),60
10193,Pre-Engineering (PU-E),49
10195,Pre-Engineering (PU-E),66
10196,Pre-Engineering (PU-E),80
10197,Pre-Engineering (PU-E),80
10198,Pre-Engineering (PU-E),62
10199,Pre-Engineering (PU-E),56
10201,Pre-Engineering (PU-E),53
10202,Pre-Engineering (PU-E),58
10203,Pre-Engineering (PU-E),70
10204,Pre-Engineering (PU-E),59
10206,Pre-Engineering (PU-E),61
10207,Pre-Engineering (PU-E),53
10208,Pre-Engineering (PU-E),65
10209,Pre-Engineering (PU-E),55
10210,Pre-Engineering (PU-E),55
10212,Pre-Engineering (PU-E),54
10213,Pre-Engineering (PU-E),47
10214,Pre-Engineering (PU-E),64
10215,Pre-Medical (PU-M),0
10216,Pre-Medical (PU-M),55
10217,Pre-Medical (PU-M),69
10218,Pre-Medical (PU-M),53
10219,Pre-Medical (PU-M),49
10221,Pre-Medical (PU-M),39
10222,Pre-Medical (PU-M),56
10223,Pre-Medical (PU-M),36
10224,Pre-Medical (PU-M),46
10225,Pre-Medical (PU-M),60
10226,Pre-Medical (PU-M),54
10227,Pre-Medical (PU-M),0
10228,Pre-Medical (PU-M),45
10229,Pre-Medical (PU-M),62
10230,Pre-Medical (PU-M),36
10231,Pre-Medical (PU-M),49
10232,Pre-Medical (PU-M),45
10233,Pre-Medical (PU-M),71
10234,Pre-Medical (PU-M),67
10235,Pre-Medical (PU-M),67
10236,Pre-Medical (PU-M),42
10237,Pre-Medical (PU-M),40
10238,Pre-Medical (PU-M),62
10239,Pre-Medical (PU-M),67
10240,Pre-Medical (PU-M),42
10241,Pre-Medical (PU-M),48
10242,Pre-Medical (PU-M),56
10243,Pre-Medical (PU-M),48
10244,Pre-Medical (PU-M),61
10245,Pre-Medical (PU-M),65
10246,Pre-Medical (PU-M),0
10247,Pre-Medical (PU-M),59
10249,Pre-Medical (PU-M),59
10250,Pre-Medical (PU-M),46
10251,Pre-Medical (PU-M),52
10252,Pre-Medical (PU-M),0
10253,Pre-Medical (PU-M),58
10254,Pre-Medical (PU-M),0
10255,Pre-Medical (PU-M),52
10256,Pre-Medical (PU-M),55
10257,Pre-Medical (PU-M),65
10258,Pre-Medical (PU-M),56
10259,Pre-Medical (PU-M),70
10260,Pre-Medical (PU-M),61
10261,Pre-Medical (PU-M),59
10262,Pre-Medical (PU-M),55
10263,Pre-Medical (PU-M),63
10264,Pre-Medical (PU-M),61
10265,Pre-Medical (PU-M),53
10266,Pre-Medical (PU-M),58
10267,Pre-Medical (PU-M),70
10268,Pre-Medical (PU-M),59
10269,Pre-Medical (PU-M),71
10271,Pre-Medical (PU-M),77
10272,Pre-Medical (PU-M),51
10273,Pre-Medical (PU-M),55
10274,Pre-Medical (PU-M),57
